from;to;tipo;cite
br-presidente-da-republica;br-secretaria-de-atencao-especializada-a-saude-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-atencao-primaria-a-saude-secretario;br-secretaria-de-atencao-primaria-a-saude;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-atencao-primaria-a-saude-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-ciencia-tecnologia-e-inovacao-em-saude-secretario;br-secretaria-de-ciencia-tecnologia-e-inovacao-em-saude;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-ciencia-tecnologia-e-inovacao-em-saude-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-gestao-do-trabalho-e-da-educacao-na-saude-secretario;br-secretaria-de-gestao-do-trabalho-e-da-educacao-na-saude;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-gestao-do-trabalho-e-da-educacao-na-saude-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-informacao-e-saude-digital-secretario;br-secretaria-de-informacao-e-saude-digital;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-informacao-e-saude-digital-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-saude-indigena-secretario;br-secretaria-de-saude-indigena;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-saude-indigena-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-vigilancia-em-saude-e-ambiente-secretario;br-secretaria-de-vigilancia-em-saude-e-ambiente;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-vigilancia-em-saude-e-ambiente-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-executiva-cidades-secretario;br-secretaria-executiva-cidades;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-executiva-cidades-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-desenvolvimento-urbano-e-metropolitano-secretario;br-secretaria-nacional-de-desenvolvimento-urbano-e-metropolitano;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-desenvolvimento-urbano-e-metropolitano-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-habitacao-secretario;br-secretaria-nacional-de-habitacao;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-habitacao-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-mobilidade-urbana-secretario;br-secretaria-nacional-de-mobilidade-urbana;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-mobilidade-urbana-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-periferias-secretario;br-secretaria-nacional-de-periferias;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-periferias-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-saneamento-ambiental-secretario;br-secretaria-nacional-de-saneamento-ambiental;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-saneamento-ambiental-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-executiva-comunicacoes-secretario;br-secretaria-executiva-comunicacoes;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-executiva-comunicacoes-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-radiodifusao-secretario;br-secretaria-de-radiodifusao;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-radiodifusao-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-telecomunicacoes-secretario;br-secretaria-de-telecomunicacoes;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-telecomunicacoes-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-executiva-mulheres-secretario;br-secretaria-executiva-mulheres;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-executiva-mulheres-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-articulacao-intersetorial-e-interfederativa-e-participacao-politica-secretario;br-secretaria-nacional-de-articulacao-intersetorial-e-interfederativa-e-participacao-politica;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-articulacao-intersetorial-e-interfederativa-e-participacao-politica-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-autonomia-economica-e-politica-de-cuidados-secretario;br-secretaria-nacional-de-autonomia-economica-e-politica-de-cuidados;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-autonomia-economica-e-politica-de-cuidados-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-enfrentamento-a-violencia-contra-mulheres-secretario;br-secretaria-nacional-de-enfrentamento-a-violencia-contra-mulheres;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-enfrentamento-a-violencia-contra-mulheres-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-controle-interno-itamaraty-secretario;br-secretaria-de-controle-interno-itamaraty;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-controle-interno-itamaraty-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-geral-das-relacoes-exteriores-secretario;br-secretaria-geral-das-relacoes-exteriores;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-geral-das-relacoes-exteriores-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-executiva-minas-e-energia-secretario;br-secretaria-executiva-minas-e-energia;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-executiva-minas-e-energia-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-energia-eletrica-secretario;br-secretaria-nacional-de-energia-eletrica;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-energia-eletrica-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-geologia-mineracao-e-transformacao-mineral-secretario;br-secretaria-nacional-de-geologia-mineracao-e-transformacao-mineral;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-geologia-mineracao-e-transformacao-mineral-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-petroleo-gas-natural-e-biocombustiveis-secretario;br-secretaria-nacional-de-petroleo-gas-natural-e-biocombustiveis;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-petroleo-gas-natural-e-biocombustiveis-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-transicao-energetica-e-planejamento-secretario;br-secretaria-nacional-de-transicao-energetica-e-planejamento;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-transicao-energetica-e-planejamento-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-executiva-portos-e-aeroportos-secretario;br-secretaria-executiva-portos-e-aeroportos;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-executiva-portos-e-aeroportos-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-aviacao-civil-secretario;br-secretaria-nacional-de-aviacao-civil;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-aviacao-civil-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-hidrovias-e-navegacao-secretario;br-secretaria-nacional-de-hidrovias-e-navegacao;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-hidrovias-e-navegacao-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-portos-secretario;br-secretaria-nacional-de-portos;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-portos-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-executiva-desenvolvimento-agrario-secretario;br-secretaria-executiva-desenvolvimento-agrario;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-executiva-desenvolvimento-agrario-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-abastecimento-cooperativismo-e-soberania-alimentar-secretario;br-secretaria-de-abastecimento-cooperativismo-e-soberania-alimentar;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-abastecimento-cooperativismo-e-soberania-alimentar-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-agricultura-familiar-e-agroecologia-secretario;br-secretaria-de-agricultura-familiar-e-agroecologia;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-agricultura-familiar-e-agroecologia-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-governanca-fundiaria-desenvolvimento-territorial-e-socioambiental-secretario;br-secretaria-de-governanca-fundiaria-desenvolvimento-territorial-e-socioambiental;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-governanca-fundiaria-desenvolvimento-territorial-e-socioambiental-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-territorios-e-sistemas-produtivos-quilombolas-e-tradicionais-secretario;br-secretaria-de-territorios-e-sistemas-produtivos-quilombolas-e-tradicionais;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-territorios-e-sistemas-produtivos-quilombolas-e-tradicionais-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-executiva-industria-e-comercio-secretario;br-secretaria-executiva-industria-e-comercio;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-executiva-industria-e-comercio-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-competitividade-e-politica-regulatoria-secretario;br-secretaria-de-competitividade-e-politica-regulatoria;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-competitividade-e-politica-regulatoria-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-comercio-exterior-secretario;br-secretaria-de-comercio-exterior;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-comercio-exterior-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-desenvolvimento-industrial-inovacao-comercio-e-servicos-secretario;br-secretaria-de-desenvolvimento-industrial-inovacao-comercio-e-servicos;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-desenvolvimento-industrial-inovacao-comercio-e-servicos-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-economia-verde-descarbonizacao-e-bioindustria-secretario;br-secretaria-de-economia-verde-descarbonizacao-e-bioindustria;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-economia-verde-descarbonizacao-e-bioindustria-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-executiva-desenvolvimento-social-secretario;br-secretaria-executiva-desenvolvimento-social;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-executiva-desenvolvimento-social-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-extraordinaria-de-combate-a-pobreza-e-a-fome-secretario;br-secretaria-extraordinaria-de-combate-a-pobreza-e-a-fome;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-extraordinaria-de-combate-a-pobreza-e-a-fome-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-da-politica-de-cuidados-e-familia-secretario;br-secretaria-nacional-da-politica-de-cuidados-e-familia;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-da-politica-de-cuidados-e-familia-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-assistencia-social-secretario;br-secretaria-nacional-de-assistencia-social;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-assistencia-social-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-beneficios-assistenciais-secretario;br-secretaria-nacional-de-beneficios-assistenciais;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-beneficios-assistenciais-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-integracao-e-articulacao-de-plataformas-sociais-eletronicas-secretario;br-secretaria-nacional-de-integracao-e-articulacao-de-plataformas-sociais-eletronicas;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-integracao-e-articulacao-de-plataformas-sociais-eletronicas-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-renda-de-cidadania-secretario;br-secretaria-nacional-de-renda-de-cidadania;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-renda-de-cidadania-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-seguranca-alimentar-e-nutricional-secretario;br-secretaria-nacional-de-seguranca-alimentar-e-nutricional;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-seguranca-alimentar-e-nutricional-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-avaliacao-gestao-da-informacao-e-cadastro-unico-secretario;br-secretaria-de-avaliacao-gestao-da-informacao-e-cadastro-unico;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-avaliacao-gestao-da-informacao-e-cadastro-unico-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-inclusao-socioeconomica-secretario;br-secretaria-de-inclusao-socioeconomica;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-inclusao-socioeconomica-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-executiva-empreendedorismo-secretario;br-secretaria-executiva-empreendedorismo;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-executiva-empreendedorismo-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-ambiente-de-negocios-secretario;br-secretaria-nacional-de-ambiente-de-negocios;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-ambiente-de-negocios-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-inclusao-socioprodutiva-artesanato-e-microempreendedor-individual-secretario;br-secretaria-nacional-de-inclusao-socioprodutiva-artesanato-e-microempreendedor-individual;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-inclusao-socioprodutiva-artesanato-e-microempreendedor-individual-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-executiva-esporte-secretario;br-secretaria-executiva-esporte;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-executiva-esporte-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-extraordinaria-da-copa-do-mundo-de-futebol-feminino-2027-secretario;br-secretaria-extraordinaria-da-copa-do-mundo-de-futebol-feminino-2027;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-extraordinaria-da-copa-do-mundo-de-futebol-feminino-2027-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-apostas-esportivas-e-de-desenvolvimento-economico-do-esporte-secretario;br-secretaria-nacional-de-apostas-esportivas-e-de-desenvolvimento-economico-do-esporte;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-apostas-esportivas-e-de-desenvolvimento-economico-do-esporte-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-esporte-amador-educacao-lazer-e-inclusao-social-secretario;br-secretaria-nacional-de-esporte-amador-educacao-lazer-e-inclusao-social;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-esporte-amador-educacao-lazer-e-inclusao-social-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-excelencia-esportiva-secretario;br-secretaria-nacional-de-excelencia-esportiva;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-excelencia-esportiva-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-futebol-e-defesa-dos-direitos-do-torcedor-secretario;br-secretaria-nacional-de-futebol-e-defesa-dos-direitos-do-torcedor;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-futebol-e-defesa-dos-direitos-do-torcedor-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-paradesporto-secretario;br-secretaria-nacional-de-paradesporto;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-paradesporto-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-executiva-meio-ambiente-secretario;br-secretaria-executiva-meio-ambiente;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-executiva-meio-ambiente-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-extraordinaria-de-controle-do-desmatamento-e-ordenamento-ambiental-territorial-secretario;br-secretaria-extraordinaria-de-controle-do-desmatamento-e-ordenamento-ambiental-territorial;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-extraordinaria-de-controle-do-desmatamento-e-ordenamento-ambiental-territorial-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-biodiversidade-florestas-e-direitos-animais-secretario;br-secretaria-nacional-de-biodiversidade-florestas-e-direitos-animais;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-biodiversidade-florestas-e-direitos-animais-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-bioeconomia-secretario;br-secretaria-nacional-de-bioeconomia;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-bioeconomia-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-meio-ambiente-urbano-recursos-hidricos-e-qualidade-ambiental-secretario;br-secretaria-nacional-de-meio-ambiente-urbano-recursos-hidricos-e-qualidade-ambiental;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-meio-ambiente-urbano-recursos-hidricos-e-qualidade-ambiental-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-mudanca-do-clima-secretario;br-secretaria-nacional-de-mudanca-do-clima;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-mudanca-do-clima-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-povos-e-comunidades-tradicionais-e-desenvolvimento-rural-sustentavel-secretario;br-secretaria-nacional-de-povos-e-comunidades-tradicionais-e-desenvolvimento-rural-sustentavel;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-povos-e-comunidades-tradicionais-e-desenvolvimento-rural-sustentavel-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-executiva-planejamento-secretario;br-secretaria-executiva-planejamento;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-executiva-planejamento-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-planejamento-secretario;br-secretaria-nacional-de-planejamento;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-planejamento-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-articulacao-institucional-secretario;br-secretaria-de-articulacao-institucional;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-articulacao-institucional-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-assuntos-internacionais-e-desenvolvimento-secretario;br-secretaria-de-assuntos-internacionais-e-desenvolvimento;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-assuntos-internacionais-e-desenvolvimento-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-monitoramento-e-avaliacao-de-politicas-publicas-secretario;br-secretaria-de-monitoramento-e-avaliacao-de-politicas-publicas;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-monitoramento-e-avaliacao-de-politicas-publicas-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-orcamento-federal-secretario;br-secretaria-de-orcamento-federal;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-orcamento-federal-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-executiva-trabalho-secretario;br-secretaria-executiva-trabalho;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-executiva-trabalho-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-economia-popular-e-solidaria-secretario;br-secretaria-nacional-de-economia-popular-e-solidaria;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
